date_heure_inventaire,services,types_de_lits_disponibles,nbre_lits_dispos,equipements_disponibles
2021-08-29 08:00:00,Chirurgie_Cardio,Lit Standard,7,IRM
2021-08-29 08:00:00,Neurochirurgie,Lit Standard,5,Indisponible
2021-08-29 08:00:00,Psychiatrie,Lit Standard,6,Moniteur Multiparametrique
2021-08-29 08:00:00,Gyneco_Obstetrique,Lit Standard,4,Moniteur Multiparametrique
2021-08-29 08:00:00,Urgences,Brancard,9,ECG
2021-08-30 08:00:00,Cardiologie,Lit Standard,15,Chariot Urgence
2021-08-30 08:00:00,Neurologie,Lit Standard,8,Radio Standard
2021-08-30 08:00:00,Pneumologie,Lit Standard,6,ECG
2021-08-30 08:00:00,Infectieux,Lit Standard,12,Chariot Urgence
2021-08-30 08:00:00,Geriatrie,Lit Standard,22,Indisponible
2021-08-30 08:00:00,Medecine_Interne,Lit Standard,12,Radio Standard
2021-08-30 08:00:00,Chirurgie_Ortho,Lit Standard,22,Moniteur Multiparametrique
2021-08-30 08:00:00,Chirurgie_Viscerale,Lit Standard,18,Radio Standard
2021-08-30 08:00:00,Chirurgie_Cardio,Lit Standard,15,Echo-Doppler
2021-08-30 08:00:00,Neurochirurgie,Lit Standard,8,Moniteur Multiparametrique
2021-08-30 08:00:00,Psychiatrie,Lit Standard,8,Chariot Urgence
2021-08-30 08:00:00,Gyneco_Obstetrique,Lit Standard,4,Ventilateur Respiratoire
2021-08-30 08:00:00,Urgences,Brancard,13,ECG
2021-08-31 08:00:00,Cardiologie,Lit Standard,14,Radio Standard
2021-08-31 08:00:00,Neurologie,Lit Standard,17,Chariot Urgence
2021-08-31 08:00:00,Pneumologie,Lit Standard,9,Scanner
2021-08-31 08:00:00,Infectieux,Lit Standard,10,Indisponible
2021-08-31 08:00:00,Geriatrie,Lit Standard,12,Radio Standard
2021-08-31 08:00:00,Medecine_Interne,Lit Standard,16,Echo-Doppler
2021-08-31 08:00:00,Chirurgie_Ortho,Lit Standard,8,Moniteur Multiparametrique
2021-08-31 08:00:00,Chirurgie_Viscerale,Lit Standard,23,ECG
2021-08-31 08:00:00,Chirurgie_Cardio,Lit Standard,14,Echo-Doppler
2021-08-31 08:00:00,Neurochirurgie,Lit Standard,17,ECG
2021-08-31 08:00:00,Psychiatrie,Lit Standard,5,IRM
2021-08-31 08:00:00,Gyneco_Obstetrique,Lit Standard,7,ECG
2021-08-31 08:00:00,Urgences,Brancard,4,Chariot Urgence
2021-09-01 08:00:00,Cardiologie,Lit Standard,7,Scanner
2021-09-01 08:00:00,Neurologie,Lit Standard,17,Radio Standard
2021-09-01 08:00:00,Pneumologie,Lit Standard,7,Ventilateur Respiratoire
2021-09-01 08:00:00,Infectieux,Lit Standard,11,Echo-Doppler
2021-09-01 08:00:00,Geriatrie,Lit Standard,14,ECG
2021-09-01 08:00:00,Medecine_Interne,Lit Standard,14,Chariot Urgence
2021-09-01 08:00:00,Chirurgie_Ortho,Lit Standard,20,Echo-Doppler
2021-09-01 08:00:00,Chirurgie_Viscerale,Lit Standard,23,ECG
2021-09-01 08:00:00,Chirurgie_Cardio,Lit Standard,13,Echo-Doppler
2021-09-01 08:00:00,Neurochirurgie,Lit Standard,6,ECG
2021-09-01 08:00:00,Psychiatrie,Lit Standard,14,Scanner
2021-09-01 08:00:00,Gyneco_Obstetrique,Lit Standard,5,IRM
2021-09-01 08:00:00,Urgences,Brancard,8,Echo-Doppler
2021-09-02 08:00:00,Cardiologie,Lit Standard,8,ECG
2021-09-02 08:00:00,Neurologie,Lit Standard,16,Chariot Urgence
2021-09-02 08:00:00,Pneumologie,Lit Standard,15,Moniteur Multiparametrique
2021-09-02 08:00:00,Infectieux,Lit Standard,6,Radio Standard
2021-09-02 08:00:00,Geriatrie,Lit Standard,17,ECG
2021-09-02 08:00:00,Medecine_Interne,Lit Standard,17,Echo-Doppler
2021-09-02 08:00:00,Chirurgie_Ortho,Lit Standard,29,Radio Standard
2021-09-02 08:00:00,Chirurgie_Viscerale,Lit Standard,19,Scanner
2021-09-02 08:00:00,Chirurgie_Cardio,Lit Standard,9,Ventilateur Respiratoire
2021-09-02 08:00:00,Neurochirurgie,Lit Standard,4,Scanner
2021-09-02 08:00:00,Psychiatrie,Lit Standard,14,Chariot Urgence
2021-09-02 08:00:00,Gyneco_Obstetrique,Lit Standard,6,Moniteur Multiparametrique
2021-09-02 08:00:00,Urgences,Brancard,6,Radio Standard
2021-09-03 08:00:00,Cardiologie,Lit Standard,17,Scanner
2021-09-03 08:00:00,Neurologie,Lit Standard,16,Moniteur Multiparametrique
2021-09-03 08:00:00,Pneumologie,Lit Standard,11,IRM
2021-09-03 08:00:00,Infectieux,Lit Standard,5,Ventilateur Respiratoire
2021-09-03 08:00:00,Geriatrie,Lit Standard,23,ECG
2021-09-03 08:00:00,Medecine_Interne,Lit Standard,18,Scanner
2021-09-03 08:00:00,Chirurgie_Ortho,Lit Standard,25,Chariot Urgence
2021-09-03 08:00:00,Chirurgie_Viscerale,Lit Standard,20,Radio Standard
2021-09-03 08:00:00,Chirurgie_Cardio,Lit Standard,6,ECG
2021-09-03 08:00:00,Neurochirurgie,Lit Standard,10,Radio Standard
2021-09-03 08:00:00,Psychiatrie,Lit Standard,6,Ventilateur Respiratoire
2021-09-03 08:00:00,Gyneco_Obstetrique,Lit Standard,2,Scanner
2021-09-03 08:00:00,Urgences,Brancard,4,Ventilateur Respiratoire
2021-09-04 08:00:00,Cardiologie,Lit Standard,6,Chariot Urgence
2021-09-04 08:00:00,Neurologie,Lit Standard,11,Radio Standard
2021-09-04 08:00:00,Pneumologie,Lit Standard,13,ECG
2021-09-04 08:00:00,Infectieux,Lit Standard,9,IRM
2021-09-04 08:00:00,Geriatrie,Lit Standard,6,Echo-Doppler
2021-09-04 08:00:00,Medecine_Interne,Lit Standard,27,IRM
2021-09-04 08:00:00,Chirurgie_Ortho,Lit Standard,12,Moniteur Multiparametrique
2021-09-04 08:00:00,Chirurgie_Viscerale,Lit Standard,12,Radio Standard
2021-09-04 08:00:00,Chirurgie_Cardio,Lit Standard,11,IRM
2021-09-04 08:00:00,Neurochirurgie,Lit Standard,15,IRM
2021-09-04 08:00:00,Psychiatrie,Lit Standard,3,Echo-Doppler
2021-09-04 08:00:00,Gyneco_Obstetrique,Lit Standard,3,ECG
2021-09-04 08:00:00,Urgences,Brancard,12,ECG
2021-09-05 08:00:00,Cardiologie,Lit Standard,17,IRM
2021-09-05 08:00:00,Neurologie,Lit Standard,12,Moniteur Multiparametrique
2021-09-05 08:00:00,Pneumologie,Lit Standard,6,Ventilateur Respiratoire
2021-09-05 08:00:00,Infectieux,Lit Standard,2,Scanner
2021-09-05 08:00:00,Geriatrie,Lit Standard,20,Ventilateur Respiratoire
2021-09-05 08:00:00,Medecine_Interne,Lit Standard,24,ECG
2021-09-05 08:00:00,Chirurgie_Ortho,Lit Standard,16,Echo-Doppler
2021-09-05 08:00:00,Chirurgie_Viscerale,Lit Standard,10,Indisponible
2021-09-05 08:00:00,Chirurgie_Cardio,Lit Standard,12,IRM
2021-09-05 08:00:00,Neurochirurgie,Lit Standard,4,Scanner
2021-09-05 08:00:00,Psychiatrie,Lit Standard,11,Echo-Doppler
2021-09-05 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Ventilateur Respiratoire
2021-09-05 08:00:00,Urgences,Brancard,14,IRM
2021-09-06 08:00:00,Cardiologie,Lit Standard,12,Echo-Doppler
2021-09-06 08:00:00,Neurologie,Lit Standard,14,Radio Standard
2021-09-06 08:00:00,Pneumologie,Lit Standard,5,Scanner
2021-09-06 08:00:00,Infectieux,Lit Standard,10,ECG
2021-09-06 08:00:00,Geriatrie,Lit Standard,26,Radio Standard
2021-09-06 08:00:00,Medecine_Interne,Lit Standard,18,Chariot Urgence
2021-09-06 08:00:00,Chirurgie_Ortho,Lit Standard,29,Radio Standard
2021-09-06 08:00:00,Chirurgie_Viscerale,Lit Standard,5,Chariot Urgence
2021-09-06 08:00:00,Chirurgie_Cardio,Lit Standard,8,Chariot Urgence
2021-09-06 08:00:00,Neurochirurgie,Lit Standard,12,IRM
2021-09-06 08:00:00,Psychiatrie,Lit Standard,15,Ventilateur Respiratoire
2021-09-06 08:00:00,Gyneco_Obstetrique,Lit Standard,7,ECG
2021-09-06 08:00:00,Urgences,Brancard,8,Chariot Urgence
2021-09-07 08:00:00,Cardiologie,Lit Standard,15,Moniteur Multiparametrique
2021-09-07 08:00:00,Neurologie,Lit Standard,15,Scanner
2021-09-07 08:00:00,Pneumologie,Lit Standard,9,ECG
2021-09-07 08:00:00,Infectieux,Lit Standard,3,Chariot Urgence
2021-09-07 08:00:00,Geriatrie,Lit Standard,21,Chariot Urgence
2021-09-07 08:00:00,Medecine_Interne,Lit Standard,14,Indisponible
2021-09-07 08:00:00,Chirurgie_Ortho,Lit Standard,21,Echo-Doppler
2021-09-07 08:00:00,Chirurgie_Viscerale,Lit Standard,12,Echo-Doppler
2021-09-07 08:00:00,Chirurgie_Cardio,Lit Standard,13,Moniteur Multiparametrique
2021-09-07 08:00:00,Neurochirurgie,Lit Standard,11,Ventilateur Respiratoire
2021-09-07 08:00:00,Psychiatrie,Lit Standard,12,Moniteur Multiparametrique
2021-09-07 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Moniteur Multiparametrique
2021-09-07 08:00:00,Urgences,Brancard,8,Radio Standard
2021-09-08 08:00:00,Cardiologie,Lit Standard,12,IRM
2021-09-08 08:00:00,Neurologie,Lit Standard,8,Radio Standard
2021-09-08 08:00:00,Pneumologie,Lit Standard,4,Ventilateur Respiratoire
2021-09-08 08:00:00,Infectieux,Lit Standard,10,Scanner
2021-09-08 08:00:00,Geriatrie,Lit Standard,19,Moniteur Multiparametrique
2021-09-08 08:00:00,Medecine_Interne,Lit Standard,26,Moniteur Multiparametrique
2021-09-08 08:00:00,Chirurgie_Ortho,Lit Standard,6,Chariot Urgence
2021-09-08 08:00:00,Chirurgie_Viscerale,Lit Standard,17,Chariot Urgence
2021-09-08 08:00:00,Chirurgie_Cardio,Lit Standard,11,Ventilateur Respiratoire
2021-09-08 08:00:00,Neurochirurgie,Lit Standard,11,Scanner
2021-09-08 08:00:00,Psychiatrie,Lit Standard,9,Scanner
2021-09-08 08:00:00,Gyneco_Obstetrique,Lit Standard,3,Scanner
2021-09-08 08:00:00,Urgences,Brancard,6,Radio Standard
2021-09-09 08:00:00,Cardiologie,Lit Standard,11,Ventilateur Respiratoire
2021-09-09 08:00:00,Neurologie,Lit Standard,7,Chariot Urgence
2021-09-09 08:00:00,Pneumologie,Lit Standard,9,Scanner
2021-09-09 08:00:00,Infectieux,Lit Standard,7,Moniteur Multiparametrique
2021-09-09 08:00:00,Geriatrie,Lit Standard,19,Moniteur Multiparametrique
2021-09-09 08:00:00,Medecine_Interne,Lit Standard,22,Ventilateur Respiratoire
2021-09-09 08:00:00,Chirurgie_Ortho,Lit Standard,11,Echo-Doppler
2021-09-09 08:00:00,Chirurgie_Viscerale,Lit Standard,10,Radio Standard
2021-09-09 08:00:00,Chirurgie_Cardio,Lit Standard,9,IRM
2021-09-09 08:00:00,Neurochirurgie,Lit Standard,4,Scanner
2021-09-09 08:00:00,Psychiatrie,Lit Standard,9,Chariot Urgence
2021-09-09 08:00:00,Gyneco_Obstetrique,Lit Standard,2,ECG
2021-09-09 08:00:00,Urgences,Brancard,13,Scanner
2021-09-10 08:00:00,Cardiologie,Lit Standard,12,Echo-Doppler
2021-09-10 08:00:00,Neurologie,Lit Standard,11,Moniteur Multiparametrique
2021-09-10 08:00:00,Pneumologie,Lit Standard,4,Scanner
2021-09-10 08:00:00,Infectieux,Lit Standard,7,Echo-Doppler
2021-09-10 08:00:00,Geriatrie,Lit Standard,18,Radio Standard
2021-09-10 08:00:00,Medecine_Interne,Lit Standard,11,ECG
2021-09-10 08:00:00,Chirurgie_Ortho,Lit Standard,10,Moniteur Multiparametrique
2021-09-10 08:00:00,Chirurgie_Viscerale,Lit Standard,4,ECG
2021-09-10 08:00:00,Chirurgie_Cardio,Lit Standard,3,Radio Standard
2021-09-10 08:00:00,Neurochirurgie,Lit Standard,17,Chariot Urgence
2021-09-10 08:00:00,Psychiatrie,Lit Standard,7,Echo-Doppler
2021-09-10 08:00:00,Gyneco_Obstetrique,Lit Standard,5,Echo-Doppler
2021-09-10 08:00:00,Urgences,Brancard,3,ECG
2021-09-11 08:00:00,Cardiologie,Lit Standard,5,ECG
2021-09-11 08:00:00,Neurologie,Lit Standard,14,ECG
2021-09-11 08:00:00,Pneumologie,Lit Standard,4,Ventilateur Respiratoire
2021-09-11 08:00:00,Infectieux,Lit Standard,9,Radio Standard
2021-09-11 08:00:00,Geriatrie,Lit Standard,11,Radio Standard
2021-09-11 08:00:00,Medecine_Interne,Lit Standard,25,ECG
2021-09-11 08:00:00,Chirurgie_Ortho,Lit Standard,5,Chariot Urgence
2021-09-11 08:00:00,Chirurgie_Viscerale,Lit Standard,13,Moniteur Multiparametrique
2021-09-11 08:00:00,Chirurgie_Cardio,Lit Standard,3,ECG
2021-09-11 08:00:00,Neurochirurgie,Lit Standard,5,Chariot Urgence
2021-09-11 08:00:00,Psychiatrie,Lit Standard,5,Chariot Urgence
2021-09-11 08:00:00,Gyneco_Obstetrique,Lit Standard,5,Ventilateur Respiratoire
2021-09-11 08:00:00,Urgences,Brancard,14,Radio Standard
2021-09-12 08:00:00,Cardiologie,Lit Standard,18,Scanner
2021-09-12 08:00:00,Neurologie,Lit Standard,12,Scanner
2021-09-12 08:00:00,Pneumologie,Lit Standard,9,Chariot Urgence
2021-09-12 08:00:00,Infectieux,Lit Standard,3,Ventilateur Respiratoire
2021-09-12 08:00:00,Geriatrie,Lit Standard,8,Scanner
2021-09-12 08:00:00,Medecine_Interne,Lit Standard,22,ECG
2021-09-12 08:00:00,Chirurgie_Ortho,Lit Standard,7,Echo-Doppler
2021-09-12 08:00:00,Chirurgie_Viscerale,Lit Standard,8,Echo-Doppler
2021-09-12 08:00:00,Chirurgie_Cardio,Lit Standard,10,Moniteur Multiparametrique
2021-09-12 08:00:00,Neurochirurgie,Lit Standard,17,Radio Standard
2021-09-12 08:00:00,Psychiatrie,Lit Standard,15,Echo-Doppler
2021-09-12 08:00:00,Gyneco_Obstetrique,Lit Standard,4,Chariot Urgence
2021-09-12 08:00:00,Urgences,Brancard,11,Chariot Urgence
2021-09-13 08:00:00,Cardiologie,Lit Standard,6,Ventilateur Respiratoire
2021-09-13 08:00:00,Neurologie,Lit Standard,16,Chariot Urgence
2021-09-13 08:00:00,Pneumologie,Lit Standard,7,Scanner
2021-09-13 08:00:00,Infectieux,Lit Standard,11,Indisponible
2021-09-13 08:00:00,Geriatrie,Lit Standard,24,Chariot Urgence
2021-09-13 08:00:00,Medecine_Interne,Lit Standard,12,Moniteur Multiparametrique
2021-09-13 08:00:00,Chirurgie_Ortho,Lit Standard,28,Echo-Doppler
2021-09-13 08:00:00,Chirurgie_Viscerale,Lit Standard,13,Echo-Doppler
2021-09-13 08:00:00,Chirurgie_Cardio,Lit Standard,12,Indisponible
2021-09-13 08:00:00,Neurochirurgie,Lit Standard,5,Ventilateur Respiratoire
2021-09-13 08:00:00,Psychiatrie,Lit Standard,11,Moniteur Multiparametrique
2021-09-13 08:00:00,Gyneco_Obstetrique,Lit Standard,5,ECG
2021-09-13 08:00:00,Urgences,Brancard,3,Chariot Urgence
2021-09-14 08:00:00,Cardiologie,Lit Standard,8,Chariot Urgence
2021-09-14 08:00:00,Neurologie,Lit Standard,8,Chariot Urgence
2021-09-14 08:00:00,Pneumologie,Lit Standard,15,Scanner
2021-09-14 08:00:00,Infectieux,Lit Standard,11,Ventilateur Respiratoire
2021-09-14 08:00:00,Geriatrie,Lit Standard,17,Ventilateur Respiratoire
2021-09-14 08:00:00,Medecine_Interne,Lit Standard,22,Moniteur Multiparametrique
2021-09-14 08:00:00,Chirurgie_Ortho,Lit Standard,17,IRM
2021-09-14 08:00:00,Chirurgie_Viscerale,Lit Standard,7,Chariot Urgence
2021-09-14 08:00:00,Chirurgie_Cardio,Lit Standard,9,Moniteur Multiparametrique
2021-09-14 08:00:00,Neurochirurgie,Lit Standard,11,Echo-Doppler
2021-09-14 08:00:00,Psychiatrie,Lit Standard,16,Chariot Urgence
2021-09-14 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Moniteur Multiparametrique
2021-09-14 08:00:00,Urgences,Brancard,12,Moniteur Multiparametrique
2021-09-15 08:00:00,Cardiologie,Lit Standard,15,Echo-Doppler
2021-09-15 08:00:00,Neurologie,Lit Standard,4,Radio Standard
2021-09-15 08:00:00,Pneumologie,Lit Standard,3,IRM
2021-09-15 08:00:00,Infectieux,Lit Standard,12,Echo-Doppler
2021-09-15 08:00:00,Geriatrie,Lit Standard,14,Echo-Doppler
2021-09-15 08:00:00,Medecine_Interne,Lit Standard,7,Ventilateur Respiratoire
2021-09-15 08:00:00,Chirurgie_Ortho,Lit Standard,15,Radio Standard
2021-09-15 08:00:00,Chirurgie_Viscerale,Lit Standard,23,Chariot Urgence
2021-09-15 08:00:00,Chirurgie_Cardio,Lit Standard,8,Radio Standard
2021-09-15 08:00:00,Neurochirurgie,Lit Standard,8,Scanner
2021-09-15 08:00:00,Psychiatrie,Lit Standard,13,Chariot Urgence
2021-09-15 08:00:00,Gyneco_Obstetrique,Lit Standard,3,Radio Standard
2021-09-15 08:00:00,Urgences,Brancard,4,Scanner
2021-09-16 08:00:00,Cardiologie,Lit Standard,4,IRM
2021-09-16 08:00:00,Neurologie,Lit Standard,12,Moniteur Multiparametrique
2021-09-16 08:00:00,Pneumologie,Lit Standard,12,ECG
2021-09-16 08:00:00,Infectieux,Lit Standard,9,Echo-Doppler
2021-09-16 08:00:00,Geriatrie,Lit Standard,30,ECG
2021-09-16 08:00:00,Medecine_Interne,Lit Standard,20,ECG
2021-09-16 08:00:00,Chirurgie_Ortho,Lit Standard,17,Ventilateur Respiratoire
2021-09-16 08:00:00,Chirurgie_Viscerale,Lit Standard,5,Ventilateur Respiratoire
2021-09-16 08:00:00,Chirurgie_Cardio,Lit Standard,5,Ventilateur Respiratoire
2021-09-16 08:00:00,Neurochirurgie,Lit Standard,5,Ventilateur Respiratoire
2021-09-16 08:00:00,Psychiatrie,Lit Standard,9,Chariot Urgence
2021-09-16 08:00:00,Gyneco_Obstetrique,Lit Standard,4,ECG
2021-09-16 08:00:00,Urgences,Brancard,11,Indisponible
2021-09-17 08:00:00,Cardiologie,Lit Standard,13,Echo-Doppler
2021-09-17 08:00:00,Neurologie,Lit Standard,20,IRM
2021-09-17 08:00:00,Pneumologie,Lit Standard,4,IRM
2021-09-17 08:00:00,Infectieux,Lit Standard,2,IRM
2021-09-17 08:00:00,Geriatrie,Lit Standard,14,Radio Standard
2021-09-17 08:00:00,Medecine_Interne,Lit Standard,12,Indisponible
2021-09-17 08:00:00,Chirurgie_Ortho,Lit Standard,10,Chariot Urgence
2021-09-17 08:00:00,Chirurgie_Viscerale,Lit Standard,15,Ventilateur Respiratoire
2021-09-17 08:00:00,Chirurgie_Cardio,Lit Standard,9,Scanner
2021-09-17 08:00:00,Neurochirurgie,Lit Standard,10,Moniteur Multiparametrique
2021-09-17 08:00:00,Psychiatrie,Lit Standard,3,Echo-Doppler
2021-09-17 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Scanner
2021-09-17 08:00:00,Urgences,Brancard,13,Ventilateur Respiratoire
2021-09-18 08:00:00,Cardiologie,Lit Standard,20,Radio Standard
2021-09-18 08:00:00,Neurologie,Lit Standard,5,Ventilateur Respiratoire
2021-09-18 08:00:00,Pneumologie,Lit Standard,11,Chariot Urgence
2021-09-18 08:00:00,Infectieux,Lit Standard,4,Echo-Doppler
2021-09-18 08:00:00,Geriatrie,Lit Standard,13,Scanner
2021-09-18 08:00:00,Medecine_Interne,Lit Standard,8,Ventilateur Respiratoire
2021-09-18 08:00:00,Chirurgie_Ortho,Lit Standard,8,Ventilateur Respiratoire
2021-09-18 08:00:00,Chirurgie_Viscerale,Lit Standard,17,Scanner
2021-09-18 08:00:00,Chirurgie_Cardio,Lit Standard,5,Echo-Doppler
2021-09-18 08:00:00,Neurochirurgie,Lit Standard,10,IRM
2021-09-18 08:00:00,Psychiatrie,Lit Standard,10,Moniteur Multiparametrique
2021-09-18 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Scanner
2021-09-18 08:00:00,Urgences,Brancard,13,IRM
2021-09-19 08:00:00,Cardiologie,Lit Standard,10,IRM
2021-09-19 08:00:00,Neurologie,Lit Standard,21,Radio Standard
2021-09-19 08:00:00,Pneumologie,Lit Standard,8,Indisponible
2021-09-19 08:00:00,Infectieux,Lit Standard,8,Moniteur Multiparametrique
2021-09-19 08:00:00,Geriatrie,Lit Standard,26,Chariot Urgence
2021-09-19 08:00:00,Medecine_Interne,Lit Standard,7,Chariot Urgence
2021-09-19 08:00:00,Chirurgie_Ortho,Lit Standard,12,Scanner
2021-09-19 08:00:00,Chirurgie_Viscerale,Lit Standard,5,Ventilateur Respiratoire
2021-09-19 08:00:00,Chirurgie_Cardio,Lit Standard,10,IRM
2021-09-19 08:00:00,Neurochirurgie,Lit Standard,9,Echo-Doppler
2021-09-19 08:00:00,Psychiatrie,Lit Standard,7,Echo-Doppler
2021-09-19 08:00:00,Gyneco_Obstetrique,Lit Standard,3,Radio Standard
2021-09-19 08:00:00,Urgences,Brancard,11,IRM
2021-09-20 08:00:00,Cardiologie,Lit Standard,10,Indisponible
2021-09-20 08:00:00,Neurologie,Lit Standard,10,Scanner
2021-09-20 08:00:00,Pneumologie,Lit Standard,10,Echo-Doppler
2021-09-20 08:00:00,Infectieux,Lit Standard,4,Radio Standard
2021-09-20 08:00:00,Geriatrie,Lit Standard,30,Chariot Urgence
2021-09-20 08:00:00,Medecine_Interne,Lit Standard,15,ECG
2021-09-20 08:00:00,Chirurgie_Ortho,Lit Standard,15,IRM
2021-09-20 08:00:00,Chirurgie_Viscerale,Lit Standard,20,Ventilateur Respiratoire
2021-09-20 08:00:00,Chirurgie_Cardio,Lit Standard,10,Radio Standard
2021-09-20 08:00:00,Neurochirurgie,Lit Standard,15,Ventilateur Respiratoire
2021-09-20 08:00:00,Psychiatrie,Lit Standard,8,Echo-Doppler
2021-09-20 08:00:00,Gyneco_Obstetrique,Lit Standard,7,Echo-Doppler
2021-09-20 08:00:00,Urgences,Brancard,4,Scanner
2021-09-21 08:00:00,Cardiologie,Lit Standard,16,IRM
2021-09-21 08:00:00,Neurologie,Lit Standard,7,Radio Standard
2021-09-21 08:00:00,Pneumologie,Lit Standard,4,IRM
2021-09-21 08:00:00,Infectieux,Lit Standard,5,Indisponible
2021-09-21 08:00:00,Geriatrie,Lit Standard,12,Chariot Urgence
2021-09-21 08:00:00,Medecine_Interne,Lit Standard,9,Scanner
2021-09-21 08:00:00,Chirurgie_Ortho,Lit Standard,25,Scanner
2021-09-21 08:00:00,Chirurgie_Viscerale,Lit Standard,13,Ventilateur Respiratoire
2021-09-21 08:00:00,Chirurgie_Cardio,Lit Standard,7,Echo-Doppler
2021-09-21 08:00:00,Neurochirurgie,Lit Standard,15,Chariot Urgence
2021-09-21 08:00:00,Psychiatrie,Lit Standard,7,Chariot Urgence
2021-09-21 08:00:00,Gyneco_Obstetrique,Lit Standard,9,ECG
2021-09-21 08:00:00,Urgences,Brancard,5,ECG
2021-09-22 08:00:00,Cardiologie,Lit Standard,15,Ventilateur Respiratoire
2021-09-22 08:00:00,Neurologie,Lit Standard,20,Chariot Urgence
2021-09-22 08:00:00,Pneumologie,Lit Standard,5,Ventilateur Respiratoire
2021-09-22 08:00:00,Infectieux,Lit Standard,3,Chariot Urgence
2021-09-22 08:00:00,Geriatrie,Lit Standard,27,Moniteur Multiparametrique
2021-09-22 08:00:00,Medecine_Interne,Lit Standard,4,Ventilateur Respiratoire
2021-09-22 08:00:00,Chirurgie_Ortho,Lit Standard,12,ECG
2021-09-22 08:00:00,Chirurgie_Viscerale,Lit Standard,13,Echo-Doppler
2021-09-22 08:00:00,Chirurgie_Cardio,Lit Standard,4,IRM
2021-09-22 08:00:00,Neurochirurgie,Lit Standard,12,Moniteur Multiparametrique
2021-09-22 08:00:00,Psychiatrie,Lit Standard,16,Echo-Doppler
2021-09-22 08:00:00,Gyneco_Obstetrique,Lit Standard,4,Scanner
2021-09-22 08:00:00,Urgences,Brancard,5,Radio Standard
2021-09-23 08:00:00,Cardiologie,Lit Standard,16,Radio Standard
2021-09-23 08:00:00,Neurologie,Lit Standard,10,IRM
2021-09-23 08:00:00,Pneumologie,Lit Standard,15,IRM
2021-09-23 08:00:00,Infectieux,Lit Standard,11,Chariot Urgence
2021-09-23 08:00:00,Geriatrie,Lit Standard,23,Ventilateur Respiratoire
2021-09-23 08:00:00,Medecine_Interne,Lit Standard,4,Chariot Urgence
2021-09-23 08:00:00,Chirurgie_Ortho,Lit Standard,15,Ventilateur Respiratoire
2021-09-23 08:00:00,Chirurgie_Viscerale,Lit Standard,15,Radio Standard
2021-09-23 08:00:00,Chirurgie_Cardio,Lit Standard,7,Scanner
2021-09-23 08:00:00,Neurochirurgie,Lit Standard,13,Scanner
2021-09-23 08:00:00,Psychiatrie,Lit Standard,5,Indisponible
2021-09-23 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Indisponible
2021-09-23 08:00:00,Urgences,Brancard,15,Echo-Doppler
2021-09-24 08:00:00,Cardiologie,Lit Standard,13,Radio Standard
2021-09-24 08:00:00,Neurologie,Lit Standard,21,Radio Standard
2021-09-24 08:00:00,Pneumologie,Lit Standard,9,Moniteur Multiparametrique
2021-09-24 08:00:00,Infectieux,Lit Standard,12,Ventilateur Respiratoire
2021-09-24 08:00:00,Geriatrie,Lit Standard,12,ECG
2021-09-24 08:00:00,Medecine_Interne,Lit Standard,7,Radio Standard
2021-09-24 08:00:00,Chirurgie_Ortho,Lit Standard,10,Chariot Urgence
2021-09-24 08:00:00,Chirurgie_Viscerale,Lit Standard,12,ECG
2021-09-24 08:00:00,Chirurgie_Cardio,Lit Standard,15,Radio Standard
2021-09-24 08:00:00,Neurochirurgie,Lit Standard,13,Moniteur Multiparametrique
2021-09-24 08:00:00,Psychiatrie,Lit Standard,16,Echo-Doppler
2021-09-24 08:00:00,Gyneco_Obstetrique,Lit Standard,7,Ventilateur Respiratoire
2021-09-24 08:00:00,Urgences,Brancard,14,Chariot Urgence
2021-09-25 08:00:00,Cardiologie,Lit Standard,10,Moniteur Multiparametrique
2021-09-25 08:00:00,Neurologie,Lit Standard,17,IRM
2021-09-25 08:00:00,Pneumologie,Lit Standard,13,Moniteur Multiparametrique
2021-09-25 08:00:00,Infectieux,Lit Standard,11,Radio Standard
2021-09-25 08:00:00,Geriatrie,Lit Standard,17,Moniteur Multiparametrique
2021-09-25 08:00:00,Medecine_Interne,Lit Standard,8,Moniteur Multiparametrique
2021-09-25 08:00:00,Chirurgie_Ortho,Lit Standard,21,Scanner
2021-09-25 08:00:00,Chirurgie_Viscerale,Lit Standard,11,Chariot Urgence
2021-09-25 08:00:00,Chirurgie_Cardio,Lit Standard,11,Echo-Doppler
2021-09-25 08:00:00,Neurochirurgie,Lit Standard,13,ECG
2021-09-25 08:00:00,Psychiatrie,Lit Standard,6,Echo-Doppler
2021-09-25 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Radio Standard
2021-09-25 08:00:00,Urgences,Brancard,4,ECG
2021-09-26 08:00:00,Cardiologie,Lit Standard,4,Echo-Doppler
2021-09-26 08:00:00,Neurologie,Lit Standard,5,Moniteur Multiparametrique
2021-09-26 08:00:00,Pneumologie,Lit Standard,10,Scanner
2021-09-26 08:00:00,Infectieux,Lit Standard,6,ECG
2021-09-26 08:00:00,Geriatrie,Lit Standard,22,Scanner
